mision, action, DateTime, org:resource, randomSeed 
,T_0_Busy,2023-09-10 10:04:36,1,53
,T_0_Done,2023-09-10 10:04:41,1,53
,T_1_Busy,2023-09-10 10:05:10,2,53
,T_1_Done,2023-09-10 10:05:15,2,53
,T_2_ocupied,2023-09-10 10:05:26,4,53
,T_2_waiting,2023-09-10 10:05:26,4,53
,T_3_ocupied,2023-09-10 10:05:58,5,53
,T_3_waiting,2023-09-10 10:05:58,5,53
,T_2_busy,2023-09-10 10:05:58,4,53
,T_3_busy,2023-09-10 10:05:58,5,53
,T_2_done,2023-09-10 10:06:03,4,53
,T_3_done,2023-09-10 10:06:03,5,53
,T_4_Busy,2023-09-10 10:06:27,1,53
,T_4_Done,2023-09-10 10:06:31,1,53
,T_5_Busy,2023-09-10 10:06:38,3,53
,T_5_Done,2023-09-10 10:06:43,3,53
,T_1_ocupied,2023-09-10 10:06:47,1,53
,T_1_waiting,2023-09-10 10:06:47,1,53
,T_0_ocupied,2023-09-10 10:07:00,3,53
,T_0_waiting,2023-09-10 10:07:00,3,53
,T_0_busy,2023-09-10 10:07:00,3,53
,T_1_busy,2023-09-10 10:07:00,1,53
,T_0_done,2023-09-10 10:07:05,3,53
,T_1_done,2023-09-10 10:07:05,1,53
