mision, action, DateTime, org:resource, randomSeed 
,T_5_Busy,2023-09-13 08:40:43,2,56
,T_5_Done,2023-09-13 08:40:48,2,56
,T_2_Busy,2023-09-13 08:41:00,5,56
,T_2_Done,2023-09-13 08:41:05,5,56
,T_2_ocupied,2023-09-13 08:41:05,5,56
,T_2_waiting,2023-09-13 08:41:05,5,56
,T_6_ocupied,2023-09-13 08:41:17,0,56
,T_6_waiting,2023-09-13 08:41:17,0,56
,T_1_ocupied,2023-09-13 08:42:03,3,56
,T_1_waiting,2023-09-13 08:42:03,3,56
,T_1_busy,2023-09-13 08:42:03,3,56
,T_2_busy,2023-09-13 08:42:03,5,56
,T_6_busy,2023-09-13 08:42:03,0,56
,T_1_done,2023-09-13 08:42:08,3,56
,T_2_done,2023-09-13 08:42:08,5,56
,T_6_done,2023-09-13 08:42:08,0,56
