mision, action, DateTime, org:resource, randomSeed 
,T_0_Busy,2023-09-10 10:03:28,1,6
,T_0_Done,2023-09-10 10:03:33,1,6
,T_1_Busy,2023-09-10 10:03:46,4,6
,T_1_Done,2023-09-10 10:03:51,4,6
,T_3_ocupied,2023-09-10 10:03:59,2,6
,T_3_waiting,2023-09-10 10:03:59,2,6
,T_2_ocupied,2023-09-10 10:04:20,5,6
,T_2_waiting,2023-09-10 10:04:20,5,6
,T_2_busy,2023-09-10 10:04:20,5,6
,T_3_busy,2023-09-10 10:04:20,2,6
,T_2_done,2023-09-10 10:04:25,5,6
,T_3_done,2023-09-10 10:04:25,2,6
,T_4_Busy,2023-09-10 10:05:06,1,6
,T_4_Done,2023-09-10 10:05:11,1,6
,T_5_Busy,2023-09-10 10:05:31,5,6
,T_5_Done,2023-09-10 10:05:36,5,6
,T_1_ocupied,2023-09-10 10:05:41,2,6
,T_1_waiting,2023-09-10 10:05:41,2,6
,T_0_ocupied,2023-09-10 10:05:49,4,6
,T_0_waiting,2023-09-10 10:05:49,4,6
,T_0_busy,2023-09-10 10:05:49,4,6
,T_1_busy,2023-09-10 10:05:49,2,6
,T_0_done,2023-09-10 10:05:54,4,6
,T_1_done,2023-09-10 10:05:54,2,6
