mision, action, DateTime, org:resource, randomSeed 
,T_5_Busy,2023-09-13 08:40:21,4,31
,T_5_Done,2023-09-13 08:40:26,4,31
,T_2_Busy,2023-09-13 08:40:32,3,31
,T_2_Done,2023-09-13 08:40:37,3,31
,T_2_ocupied,2023-09-13 08:40:37,3,31
,T_2_waiting,2023-09-13 08:40:37,3,31
,T_6_ocupied,2023-09-13 08:40:42,2,31
,T_6_waiting,2023-09-13 08:40:42,2,31
,T_1_ocupied,2023-09-13 08:41:17,0,31
,T_1_waiting,2023-09-13 08:41:17,0,31
,T_1_busy,2023-09-13 08:41:17,0,31
,T_2_busy,2023-09-13 08:41:17,3,31
,T_6_busy,2023-09-13 08:41:17,2,31
,T_1_done,2023-09-13 08:41:21,0,31
,T_2_done,2023-09-13 08:41:21,3,31
,T_6_done,2023-09-13 08:41:21,2,31
