mision, action, DateTime, org:resource, randomSeed 
,T_0_Busy,2023-09-14 13:58:20,1,24
,T_0_Done,2023-09-14 13:58:25,1,24
,T_2_Busy,2023-09-14 13:58:30,5,24
,T_2_Done,2023-09-14 13:58:34,5,24
,T_3_Busy,2023-09-14 13:58:55,2,24
,T_3_Done,2023-09-14 13:59:00,2,24
,T_6_ocupied,2023-09-14 13:59:06,5,24
,T_6_waiting,2023-09-14 13:59:06,5,24
,T_1_ocupied,2023-09-14 13:59:08,1,24
,T_1_waiting,2023-09-14 13:59:08,1,24
,T_5_ocupied,2023-09-14 13:59:09,0,24
,T_5_waiting,2023-09-14 13:59:09,0,24
,T_1_Busy,2023-09-14 13:59:09,1,24
,T_5_Busy,2023-09-14 13:59:09,0,24
,T_6_Busy,2023-09-14 13:59:09,5,24
,T_1_Done,2023-09-14 13:59:14,1,24
,T_5_Done,2023-09-14 13:59:14,0,24
,T_6_Done,2023-09-14 13:59:14,5,24
