mision, action, DateTime, org:resource, randomSeed 
,T_0_Busy,2023-09-10 10:04:51,5,55
,T_0_Done,2023-09-10 10:04:56,5,55
,T_1_Busy,2023-09-10 10:05:08,5,55
,T_1_Done,2023-09-10 10:05:13,5,55
,T_3_ocupied,2023-09-10 10:05:22,2,55
,T_3_waiting,2023-09-10 10:05:22,2,55
,T_2_ocupied,2023-09-10 10:05:25,4,55
,T_2_waiting,2023-09-10 10:05:25,4,55
,T_2_busy,2023-09-10 10:05:25,4,55
,T_3_busy,2023-09-10 10:05:25,2,55
,T_2_done,2023-09-10 10:05:30,4,55
,T_3_done,2023-09-10 10:05:30,2,55
,T_4_Busy,2023-09-10 10:06:07,0,55
,T_4_Done,2023-09-10 10:06:11,0,55
,T_5_Busy,2023-09-10 10:06:16,1,55
,T_5_Done,2023-09-10 10:06:21,1,55
,T_1_ocupied,2023-09-10 10:06:33,0,55
,T_1_waiting,2023-09-10 10:06:33,0,55
,T_0_ocupied,2023-09-10 10:06:38,3,55
,T_0_waiting,2023-09-10 10:06:38,3,55
,T_0_busy,2023-09-10 10:06:38,3,55
,T_1_busy,2023-09-10 10:06:38,0,55
,T_0_done,2023-09-10 10:06:43,3,55
,T_1_done,2023-09-10 10:06:43,0,55
