mision;activity;time;robot
;T_0Busy;1900-01-00 00:00:00;3
;T_0Done;1900-01-00 00:00:00;3
;T_1Busy;1900-01-00 00:00:00;5
;T_1Done;1900-01-00 00:00:00;5
;T_2ocupied;1900-01-00 00:00:00;1
;T_2waiting;1900-01-00 00:00:00;1
;T_3ocupied;1900-01-00 00:00:00;5
;T_3waiting;1900-01-00 00:00:00;5
;T_2done;1900-01-00 00:00:00;0
;T_3done;1900-01-00 00:00:00;0
;T_4Busy;1900-01-00 00:00:00;3
;T_4Done;1900-01-00 00:00:00;3
;T_5Busy;1900-01-00 00:00:00;5
;T_5Done;1900-01-00 00:00:00;5
;T_0ocupied;1900-01-00 00:00:00;1
;T_0waiting;1900-01-00 00:00:00;1
;T_1ocupied;1900-01-00 00:00:00;2
;T_1waiting;1900-01-00 00:00:00;2
;T_0done;1900-01-00 00:00:00;0
;T_1done;1900-01-00 00:00:00;0
