mision, action, DateTime, org:resource, randomSeed 
mision 0,T_49_Busy,2023-09-20 15:47:06,21,1
mision 0,T_49_Done,2023-09-20 15:47:10,21,1
mision 0,T_1_Busy,2023-09-20 15:47:38,10,1
mision 0,T_1_Done,2023-09-20 15:47:42,10,1
mision 0,simulation_successful,2023-09-20 15:47:42,user,1
mision 1,T_49_Busy,2023-09-20 15:46:37,0,2
mision 1,T_49_Done,2023-09-20 15:46:41,0,2
mision 1,T_1_Busy,2023-09-20 15:47:03,15,2
mision 1,T_1_rebooting,2023-09-20 15:47:14,15,2
mision 1,T_1_Busy,2023-09-20 15:47:50,23,2
mision 1,T_1_rebooting,2023-09-20 15:48:02,23,2
mision 1,T_1_Busy,2023-09-20 15:49:13,26,2
mision 1,T_1_Done,2023-09-20 15:49:17,26,2
mision 1,simulation_successful,2023-09-20 15:49:17,user,2
