mision;activity;time;robot
;TB_enter;2023-08-25 14:25:33.200;5
;TB_task2;2023-08-25 14:25:38.100;5
;TA_enter;2023-08-25 14:25:43.800;1
;TA_task1;2023-08-25 14:25:48.700;1
;TA_task3;2023-08-25 14:25:50.300;4
;TB_task3;2023-08-25 14:25:50.300;4
;TC_enter;2023-08-25 14:26:02.900;2
;TC_task1;2023-08-25 14:26:07.800;2
;TD_enter;2023-08-25 14:26:10.600;3
;TD_task2;2023-08-25 14:26:15.500;3
;TC_task3;2023-08-25 14:26:17.200;0
;TD_task3;2023-08-25 14:26:17.200;0
;TF_enter;2023-08-25 14:26:33.0;1
;TF_task2;2023-08-25 14:26:37.900;1
;TE_enter;2023-08-25 14:28:01.200;0
;TE_task1;2023-08-25 14:28:06.100;0
;TE_task3;2023-08-25 14:28:07.700;3
;TF_task3;2023-08-25 14:28:07.700;3
;TG_enter;2023-08-25 14:28:12.300;5
;TG_task1;2023-08-25 14:28:17.200;5
;TH_enter;2023-08-25 14:28:23.100;3
;TH_task2;2023-08-25 14:28:28.0;3
;TG_task3;2023-08-25 14:28:29.700;0
;TH_task3;2023-08-25 14:28:29.700;0
;TG_task4;2023-08-25 14:28:29.800;3
;TH_task4;2023-08-25 14:28:29.800;3
