mision;activity;time;robot
;TB_enter;1900-01-00 00:00:00;5
;TB_task2;1900-01-00 00:00:00;5
;TA_enter;1900-01-00 00:00:00;1
;TA_task1;1900-01-00 00:00:00;1
;TA_task3;1900-01-00 00:00:00;4
;TB_task3;1900-01-00 00:00:00;4
;TC_enter;1900-01-00 00:00:00;2
;TC_task1;1900-01-00 00:00:00;2
;TD_enter;1900-01-00 00:00:00;3
;TD_task2;1900-01-00 00:00:00;3
;TC_task3;1900-01-00 00:00:00;0
;TD_task3;1900-01-00 00:00:00;0
;TF_enter;1900-01-00 00:00:00;1
;TF_task2;1900-01-00 00:00:00;1
;TE_enter;1900-01-00 00:00:00;0
;TE_task1;1900-01-00 00:00:00;0
;TE_task3;1900-01-00 00:00:00;3
;TF_task3;1900-01-00 00:00:00;3
;TG_enter;1900-01-00 00:00:00;5
;TG_task1;1900-01-00 00:00:00;5
